1//		이름	기본생성	최대겹침	1차아이템종류	2차아이템종류	3차아이템종류	아이템직업소속	소비불가	사용가능	사용성별	가격	내구력	마모도	수리회수	잡는형식	속성	장착위치	장착위치	파츠파일	제거될위치	기본부위	아이템	희귀성	상점	로그	상용화	필요	필요	최소능력	최대능력	공격속성	속성	회피율	블럭율	추가스킬	추가스킬	공격스타일	무기종류	아이템1차공격순서	아이템2차공격순서	아이템3차공격순서	아이템4차공격순서	지속피해	최대장전개수	반동	장전시간	추가공격성공률	공격속도	타격시 반동	공격범위	적용확률	적용대상1	적용대상2	적용대상3	적용대상4	적용대상5	적용대상6	적용값1	적용값2	적용값3	적용값4	적용값5	적용값6	적용변화1	적용변화2	적용변화3	적용변화4	적용변화5	적용변화6	참조값 1	참조값 2	참조값 3	참조값 4	참조값 5	참조값 6	발동 마법	발동 레벨	마법 확률	필요MP	필요EP	학과	선행스킬	선행스킬1	선행스킬2	선행스킬2	기술	기술	기술	원소이펙트	사용 효과	효과 2	효과 3 	효과 4	효과 5	사용 모션	유지시간	지속시간	발동대상	사용시기	마법범위	마법속성	무기종류	보석옵션	변환될무기설정	변환될확률설정	레드칩	참조수치2	기술속성	전기저항	불저항	바람저항	물저항	땅저항	악행	숙련레벨	최대	서브디파인	현재경험치	연속기술	비행속도	비행선회각	비행선회각	비행제한	비행연료	가속연료	팩당연료	제한레벨1	반사광	공격음1(무기 타격음)	공격음2(무기 크리티컬)	아이콘파일	퀘스트 ID	텍스트 파일명	설명	최소사용	최대사용	아이템	사용제한	중첩사용	효과적용수치	사용대상	사용대상	귀속해제	귀속여부	귀속해제	타격시	발동 레벨	마법확률	대상	피격시	발동레벨	마법확률	대상	착용시	발동레벨	제련가능	속성제련	보석제련	피어싱	각성	아이템시간	아이템 등급	거래가능	아이템 분류1차	아이템 분류 2차	서버이동	물약저장	외형적용	외형추출
15	II_SYS_SYS_EVE_NEWBIE03	IDS_PROPITEM_TXT_011818	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_EVENTSUB	=	1	=	=	4	=	=	=	=	1	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	0	0	0	0	0	=	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""Itm_Eve0504F.dds"""	0	""""""	IDS_PROPITEM_TXT_011819	1	300	0	0	1	0	0	0	0	1	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
15	II_SYS_SYS_EVE_BXMASSIST15	IDS_PROPITEM_TXT_011820	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	=	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	=	=	=	0	0	0	0	0	1	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""Itm_SysSysScrBxLuck.dds"""	0	""""""	IDS_PROPITEM_TXT_011821	1	300	0	0	1	0	0	0	0	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
15	II_SYS_SYS_EVE_BXFASSIST15	IDS_PROPITEM_TXT_011822	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	=	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	=	=	=	0	0	0	0	0	1	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""Itm_SysSysScrBxLuck.dds"""	0	""""""	IDS_PROPITEM_TXT_011823	1	300	0	0	1	0	0	0	0	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
15	II_SYS_SYS_EVE_BXMMERCENARY15	IDS_PROPITEM_TXT_011824	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	=	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	=	=	=	0	0	0	0	0	1	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""Itm_SysSysScrBxLuck.dds"""	0	""""""	IDS_PROPITEM_TXT_011825	1	300	0	0	1	0	0	0	0	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
15	II_SYS_SYS_EVE_BXFMERCENARY15	IDS_PROPITEM_TXT_011826	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	=	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	=	=	=	0	0	0	0	0	1	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""Itm_SysSysScrBxLuck.dds"""	0	""""""	IDS_PROPITEM_TXT_011827	1	300	0	0	1	0	0	0	0	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
15	II_SYS_SYS_EVE_BXMMAGICIAN15	IDS_PROPITEM_TXT_011828	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	=	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	=	=	=	0	0	0	0	0	1	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""Itm_SysSysScrBxLuck.dds"""	0	""""""	IDS_PROPITEM_TXT_011829	1	300	0	0	1	0	0	0	0	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
15	II_SYS_SYS_EVE_BXFMAGICIAN15	IDS_PROPITEM_TXT_011830	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	=	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	=	=	=	0	0	0	0	0	1	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""Itm_SysSysScrBxLuck.dds"""	0	""""""	IDS_PROPITEM_TXT_011831	1	300	0	0	1	0	0	0	0	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
15	II_SYS_SYS_EVE_BXMACROBAT15	IDS_PROPITEM_TXT_011832	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	=	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	=	=	=	0	0	0	0	0	1	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""Itm_SysSysScrBxLuck.dds"""	0	""""""	IDS_PROPITEM_TXT_011833	1	300	0	0	1	0	0	0	0	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
15	II_SYS_SYS_EVE_BXFACROBAT15	IDS_PROPITEM_TXT_011834	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	=	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	=	=	=	0	0	0	0	0	1	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""Itm_SysSysScrBxLuck.dds"""	0	""""""	IDS_PROPITEM_TXT_011835	1	300	0	0	1	0	0	0	0	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
15	II_SYS_SYS_EVE_BXMASSIST45	IDS_PROPITEM_TXT_011836	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	=	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	=	=	=	0	0	0	0	0	1	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""Itm_SysSysScrBxLuck.dds"""	0	""""""	IDS_PROPITEM_TXT_011837	1	300	0	0	1	0	0	0	0	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
15	II_SYS_SYS_EVE_BXFASSIST45	IDS_PROPITEM_TXT_011838	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	=	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	=	=	=	0	0	0	0	0	1	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""Itm_SysSysScrBxLuck.dds"""	0	""""""	IDS_PROPITEM_TXT_011839	1	300	0	0	1	0	0	0	0	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
15	II_SYS_SYS_EVE_BXMMERCENARY45	IDS_PROPITEM_TXT_011840	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	=	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	=	=	=	0	0	0	0	0	1	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""Itm_SysSysScrBxLuck.dds"""	0	""""""	IDS_PROPITEM_TXT_011841	1	300	0	0	1	0	0	0	0	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
15	II_SYS_SYS_EVE_BXFMERCENARY45	IDS_PROPITEM_TXT_011842	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	=	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	=	=	=	0	0	0	0	0	1	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""Itm_SysSysScrBxLuck.dds"""	0	""""""	IDS_PROPITEM_TXT_011843	1	300	0	0	1	0	0	0	0	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
15	II_SYS_SYS_EVE_BXMMAGICIAN45	IDS_PROPITEM_TXT_011844	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	=	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	=	=	=	0	0	0	0	0	1	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""Itm_SysSysScrBxLuck.dds"""	0	""""""	IDS_PROPITEM_TXT_011845	1	300	0	0	1	0	0	0	0	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
15	II_SYS_SYS_EVE_BXFMAGICIAN45	IDS_PROPITEM_TXT_011846	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	=	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	=	=	=	0	0	0	0	0	1	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""Itm_SysSysScrBxLuck.dds"""	0	""""""	IDS_PROPITEM_TXT_011847	1	300	0	0	1	0	0	0	0	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
15	II_SYS_SYS_EVE_BXMACROBAT45	IDS_PROPITEM_TXT_011848	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	=	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	=	=	=	0	0	0	0	0	1	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""Itm_SysSysScrBxLuck.dds"""	0	""""""	IDS_PROPITEM_TXT_011849	1	300	0	0	1	0	0	0	0	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
15	II_SYS_SYS_EVE_BXFACROBAT45	IDS_PROPITEM_TXT_011850	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	=	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	=	=	=	0	0	0	0	0	1	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""Itm_SysSysScrBxLuck.dds"""	0	""""""	IDS_PROPITEM_TXT_011851	1	300	0	0	1	0	0	0	0	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
15	II_SYS_SYS_EVE_BXMBILLPOSTER90	IDS_PROPITEM_TXT_011852	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	=	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	=	=	=	0	0	0	0	0	1	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""Itm_SysSysScrBxLuck.dds"""	0	""""""	IDS_PROPITEM_TXT_011853	1	300	0	0	1	0	0	0	0	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
15	II_SYS_SYS_EVE_BXFBILLPOSTER90	IDS_PROPITEM_TXT_011854	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	=	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	=	=	=	0	0	0	0	0	1	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""Itm_SysSysScrBxLuck.dds"""	0	""""""	IDS_PROPITEM_TXT_011855	1	300	0	0	1	0	0	0	0	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
15	II_SYS_SYS_EVE_BXMRINGMASTER90	IDS_PROPITEM_TXT_011856	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	=	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	=	=	=	0	0	0	0	0	1	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""Itm_SysSysScrBxLuck.dds"""	0	""""""	IDS_PROPITEM_TXT_011857	1	300	0	0	1	0	0	0	0	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
15	II_SYS_SYS_EVE_BXFRINGMASTER90	IDS_PROPITEM_TXT_011858	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	=	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	=	=	=	0	0	0	0	0	1	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""Itm_SysSysScrBxLuck.dds"""	0	""""""	IDS_PROPITEM_TXT_011859	1	300	0	0	1	0	0	0	0	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
15	II_SYS_SYS_EVE_BXMBLADE90	IDS_PROPITEM_TXT_011860	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	=	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	=	=	=	0	0	0	0	0	1	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""Itm_SysSysScrBxLuck.dds"""	0	""""""	IDS_PROPITEM_TXT_011861	1	300	0	0	1	0	0	0	0	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
15	II_SYS_SYS_EVE_BXFBLADE90	IDS_PROPITEM_TXT_011862	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	=	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	=	=	=	0	0	0	0	0	1	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""Itm_SysSysScrBxLuck.dds"""	0	""""""	IDS_PROPITEM_TXT_011863	1	300	0	0	1	0	0	0	0	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
15	II_SYS_SYS_EVE_BXMKNIGHT90	IDS_PROPITEM_TXT_011864	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	=	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	=	=	=	0	0	0	0	0	1	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""Itm_SysSysScrBxLuck.dds"""	0	""""""	IDS_PROPITEM_TXT_011865	1	300	0	0	1	0	0	0	0	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
15	II_SYS_SYS_EVE_BXFKNIGHT90	IDS_PROPITEM_TXT_011866	1	999	IK1_SYSTEM	IK2_SYSTEM	IK3_SCROLL	=	0	1	=	4	=	=	=	=	=	=	=	0	=	=	1	=	=	1	0	=	=	=	=	_NONE	0	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	=	XI_SYS_EXPAN01	=	=	=	=	=	=	WUI_NOW	=	=	=	=	=	=	=	=	=	0	0	0	0	0	1	=	=	=	=	=	=	=	=	=	=	=	=	1	=	=	=	"""Itm_SysSysScrBxLuck.dds"""	0	""""""	IDS_PROPITEM_TXT_011867	1	300	0	0	1	0	0	0	0	0	2	=	=	=	=	=	=	=	=	=	=	1	1	1	1	1	0	ITEM_GRADE_NORMAL	1	TYPE1_ALLEXCEPTION	TYPE2_ALLEXCEPTION_ALLEXCEPTION	1	0	0	0
